transaction_id,date,store_id,sku,quantity,unit_price,discount,revenue,cost,profit,profit_margin
TXN00010034,2024-06-01,ST007,SKU01011,2,1216.52,341.53,1749.98,1178.18,571.8,32.67
TXN00010035,2024-06-01,ST005,SKU01024,2,299.38,0.0,598.76,396.54,202.22,33.77
TXN00010036,2024-06-01,ST005,SKU01025,1,488.97,0.0,488.97,284.44,204.53,41.83
TXN00010037,2024-06-01,ST002,SKU01018,1,113.32,0.0,113.32,70.62,42.7,37.68
TXN00010038,2024-06-01,ST004,SKU01046,2,1770.73,0.0,3541.46,1513.04,2028.42,57.28
TXN00010039,2024-06-01,ST005,SKU01030,1,1266.1,0.0,1266.1,541.76,724.34,57.21
TXN00010040,2024-06-01,ST005,SKU01018,1,113.32,0.0,113.32,70.62,42.7,37.68
TXN00010041,2024-06-01,ST003,SKU01040,2,505.24,0.0,1010.48,724.8,285.68,28.27
TXN00010042,2024-06-01,ST003,SKU01006,1,619.04,0.0,619.04,462.81,156.23,25.24
TXN00010043,2024-06-01,ST003,SKU01036,2,237.6,0.0,475.2,343.06,132.14,27.81
TXN00010044,2024-06-01,ST003,SKU01007,1,1039.26,0.0,1039.26,739.06,300.2,28.89
TXN00010045,2024-06-01,ST003,SKU01025,1,488.97,0.0,488.97,284.44,204.53,41.83
TXN00010046,2024-06-01,ST008,SKU01024,1,299.38,0.0,299.38,198.27,101.11,33.77
TXN00010047,2024-06-01,ST008,SKU01000,1,974.86,0.0,974.86,641.3,333.56,34.22
TXN00010048,2024-06-01,ST003,SKU01026,1,1330.15,265.99,1064.16,632.57,431.59,40.56
TXN00010049,2024-06-01,ST002,SKU01006,1,619.04,0.0,619.04,462.81,156.23,25.24
TXN00010050,2024-06-01,ST006,SKU01044,1,1114.07,0.0,1114.07,649.39,464.68,41.71
TXN00010051,2024-06-01,ST006,SKU01009,1,47.67,0.0,47.67,30.98,16.69,35.01
TXN00010052,2024-06-01,ST002,SKU01012,2,922.91,0.0,1845.82,1165.9,679.92,36.84
TXN00010053,2024-06-01,ST004,SKU01039,1,912.06,0.0,912.06,441.7,470.36,51.57
TXN00010054,2024-06-01,ST006,SKU01039,1,912.06,0.0,912.06,441.7,470.36,51.57
TXN00010055,2024-06-01,ST006,SKU01042,1,883.5,0.0,883.5,423.02,460.48,52.12
TXN00010056,2024-06-01,ST006,SKU01033,1,758.36,0.0,758.36,327.86,430.5,56.77
TXN00010057,2024-06-01,ST005,SKU01031,1,1842.23,0.0,1842.23,753.56,1088.67,59.1
TXN00010058,2024-06-01,ST007,SKU01047,1,1491.36,0.0,1491.36,652.74,838.62,56.23
TXN00010059,2024-06-01,ST004,SKU01042,1,883.5,128.82,754.68,423.02,331.66,43.95
TXN00010060,2024-06-01,ST006,SKU01049,1,423.29,81.06,342.23,223.34,118.89,34.74
TXN00010061,2024-06-01,ST002,SKU01035,1,565.54,133.82,431.72,249.0,182.72,42.32
TXN00010062,2024-06-01,ST002,SKU01031,1,1842.23,0.0,1842.23,753.56,1088.67,59.1
TXN00010063,2024-06-01,ST008,SKU01043,1,404.24,0.0,404.24,286.67,117.57,29.08
TXN00010064,2024-06-01,ST001,SKU01023,1,779.71,0.0,779.71,321.65,458.06,58.75
TXN00010065,2024-06-01,ST006,SKU01039,1,912.06,0.0,912.06,441.7,470.36,51.57
TXN00010066,2024-06-01,ST008,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00010067,2024-06-01,ST008,SKU01014,2,433.74,0.0,867.48,356.78,510.7,58.87
TXN00010068,2024-06-01,ST008,SKU01013,1,139.33,15.41,123.92,104.16,19.76,15.95
TXN00010069,2024-06-01,ST002,SKU01038,1,83.68,16.77,66.91,50.29,16.62,24.84
TXN00010070,2024-06-01,ST002,SKU01019,1,942.97,0.0,942.97,495.46,447.51,47.46
TXN00010071,2024-06-01,ST006,SKU01023,1,779.71,0.0,779.71,321.65,458.06,58.75
TXN00010072,2024-06-01,ST006,SKU01046,1,1770.73,0.0,1770.73,756.52,1014.21,57.28
TXN00010073,2024-06-01,ST006,SKU01018,1,113.32,0.0,113.32,70.62,42.7,37.68
TXN00010074,2024-06-01,ST004,SKU01044,1,1114.07,0.0,1114.07,649.39,464.68,41.71
TXN00010075,2024-06-01,ST004,SKU01001,1,721.72,0.0,721.72,527.69,194.03,26.88
TXN00010076,2024-06-01,ST002,SKU01032,1,1792.95,0.0,1792.95,771.62,1021.33,56.96
TXN00010077,2024-06-01,ST002,SKU01046,1,1770.73,0.0,1770.73,756.52,1014.21,57.28
TXN00010078,2024-06-01,ST002,SKU01015,1,1584.49,0.0,1584.49,699.74,884.75,55.84
TXN00010079,2024-06-01,ST006,SKU01004,1,1491.68,178.19,1313.49,754.92,558.57,42.53
TXN00010080,2024-06-01,ST008,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00010081,2024-06-01,ST008,SKU01033,1,758.36,0.0,758.36,327.86,430.5,56.77
TXN00010082,2024-06-01,ST004,SKU01028,1,670.72,129.5,541.22,305.85,235.37,43.49
TXN00010083,2024-06-01,ST002,SKU01002,1,650.43,0.0,650.43,497.09,153.34,23.58
TXN00010084,2024-06-01,ST004,SKU01028,1,670.72,0.0,670.72,305.85,364.87,54.4
TXN00010085,2024-06-01,ST006,SKU01026,1,1330.15,0.0,1330.15,632.57,697.58,52.44
TXN00010086,2024-06-01,ST006,SKU01005,1,1010.22,0.0,1010.22,669.89,340.33,33.69
TXN00010087,2024-06-01,ST006,SKU01023,1,779.71,0.0,779.71,321.65,458.06,58.75
TXN00010088,2024-06-01,ST005,SKU01039,1,912.06,0.0,912.06,441.7,470.36,51.57
TXN00010089,2024-06-02,ST002,SKU01029,1,1188.09,0.0,1188.09,480.1,707.99,59.59
TXN00010090,2024-06-02,ST004,SKU01008,1,293.96,0.0,293.96,129.92,164.04,55.8
TXN00010091,2024-06-02,ST004,SKU01008,2,293.96,0.0,587.92,259.84,328.08,55.8
TXN00010092,2024-06-02,ST004,SKU01009,1,47.67,0.0,47.67,30.98,16.69,35.01
TXN00010093,2024-06-02,ST004,SKU01036,2,237.6,0.0,475.2,343.06,132.14,27.81
TXN00010094,2024-06-02,ST006,SKU01020,1,1254.57,0.0,1254.57,788.81,465.76,37.13
TXN00010095,2024-06-02,ST005,SKU01010,1,257.81,0.0,257.81,110.38,147.43,57.19
TXN00010096,2024-06-02,ST005,SKU01043,1,404.24,0.0,404.24,286.67,117.57,29.08
TXN00010097,2024-06-02,ST008,SKU01049,1,423.29,0.0,423.29,223.34,199.95,47.24
TXN00010098,2024-06-02,ST007,SKU01048,1,105.29,0.0,105.29,74.1,31.19,29.62
TXN00010099,2024-06-02,ST007,SKU01029,1,1188.09,0.0,1188.09,480.1,707.99,59.59
TXN00010100,2024-06-02,ST002,SKU01040,1,505.24,119.89,385.35,362.4,22.95,5.96
TXN00010101,2024-06-02,ST001,SKU01006,1,619.04,0.0,619.04,462.81,156.23,25.24
TXN00010102,2024-06-02,ST007,SKU01042,1,883.5,0.0,883.5,423.02,460.48,52.12
TXN00010103,2024-06-02,ST007,SKU01008,2,293.96,0.0,587.92,259.84,328.08,55.8
TXN00010104,2024-06-02,ST003,SKU01047,1,1491.36,0.0,1491.36,652.74,838.62,56.23
TXN00010105,2024-06-02,ST003,SKU01026,2,1330.15,287.54,2085.22,1265.14,820.08,39.33
TXN00010106,2024-06-02,ST003,SKU01028,1,670.72,0.0,670.72,305.85,364.87,54.4
TXN00010107,2024-06-02,ST008,SKU01022,1,723.97,0.0,723.97,548.5,175.47,24.24
TXN00010108,2024-06-02,ST003,SKU01035,1,565.54,0.0,565.54,249.0,316.54,55.97
TXN00010109,2024-06-02,ST003,SKU01023,1,779.71,0.0,779.71,321.65,458.06,58.75
TXN00010110,2024-06-02,ST002,SKU01002,1,650.43,0.0,650.43,497.09,153.34,23.58
TXN00010111,2024-06-02,ST004,SKU01000,1,974.86,0.0,974.86,641.3,333.56,34.22
TXN00010112,2024-06-02,ST002,SKU01037,1,186.05,37.21,148.84,93.31,55.53,37.31
TXN00010113,2024-06-02,ST002,SKU01039,2,912.06,0.0,1824.12,883.4,940.72,51.57
TXN00010114,2024-06-02,ST001,SKU01018,1,113.32,0.0,113.32,70.62,42.7,37.68
TXN00010115,2024-06-02,ST001,SKU01025,2,488.97,67.09,843.76,568.88,274.88,32.58
TXN00010116,2024-06-02,ST002,SKU01048,1,105.29,0.0,105.29,74.1,31.19,29.62
TXN00010117,2024-06-02,ST002,SKU01045,1,640.33,0.0,640.33,312.2,328.13,51.24
TXN00010118,2024-06-02,ST007,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00010119,2024-06-02,ST007,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00010120,2024-06-02,ST007,SKU01034,2,248.45,0.0,496.9,258.54,238.36,47.97
TXN00010121,2024-06-02,ST001,SKU01019,1,942.97,0.0,942.97,495.46,447.51,47.46
TXN00010122,2024-06-02,ST001,SKU01032,1,1792.95,0.0,1792.95,771.62,1021.33,56.96
TXN00010123,2024-06-02,ST005,SKU01024,1,299.38,0.0,299.38,198.27,101.11,33.77
TXN00010124,2024-06-02,ST005,SKU01036,1,237.6,0.0,237.6,171.53,66.07,27.81
TXN00010125,2024-06-02,ST008,SKU01040,2,505.24,0.0,1010.48,724.8,285.68,28.27
TXN00010126,2024-06-02,ST006,SKU01035,1,565.54,0.0,565.54,249.0,316.54,55.97
TXN00010127,2024-06-02,ST006,SKU01004,1,1491.68,0.0,1491.68,754.92,736.76,49.39
TXN00010128,2024-06-02,ST006,SKU01041,1,230.85,0.0,230.85,155.17,75.68,32.78
TXN00010129,2024-06-02,ST003,SKU01039,2,912.06,0.0,1824.12,883.4,940.72,51.57
TXN00010130,2024-06-02,ST003,SKU01044,1,1114.07,0.0,1114.07,649.39,464.68,41.71
TXN00010131,2024-06-02,ST004,SKU01037,1,186.05,0.0,186.05,93.31,92.74,49.85
TXN00010132,2024-06-02,ST004,SKU01047,1,1491.36,0.0,1491.36,652.74,838.62,56.23
TXN00010133,2024-06-02,ST004,SKU01036,2,237.6,0.0,475.2,343.06,132.14,27.81
TXN00010134,2024-06-02,ST001,SKU01041,1,230.85,38.82,192.03,155.17,36.86,19.19
TXN00010135,2024-06-02,ST008,SKU01012,1,922.91,0.0,922.91,582.95,339.96,36.84
TXN00010136,2024-06-02,ST002,SKU01040,2,505.24,0.0,1010.48,724.8,285.68,28.27
TXN00010137,2024-06-02,ST006,SKU01017,1,821.57,187.23,634.34,436.59,197.75,31.17
TXN00010138,2024-06-02,ST004,SKU01000,1,974.86,0.0,974.86,641.3,333.56,34.22
TXN00010139,2024-06-02,ST004,SKU01050,1,348.6,0.0,348.6,158.4,190.2,54.56
TXN00010140,2024-06-02,ST006,SKU01035,1,565.54,0.0,565.54,249.0,316.54,55.97
TXN00010141,2024-06-02,ST005,SKU01010,1,257.81,0.0,257.81,110.38,147.43,57.19
TXN00010142,2024-06-02,ST003,SKU01043,1,404.24,0.0,404.24,286.67,117.57,29.08
TXN00010143,2024-06-02,ST007,SKU01005,1,1010.22,0.0,1010.22,669.89,340.33,33.69
TXN00010144,2024-06-02,ST007,SKU01005,1,1010.22,0.0,1010.22,669.89,340.33,33.69
TXN00010145,2024-06-02,ST001,SKU01035,2,565.54,0.0,1131.08,498.0,633.08,55.97
TXN00010146,2024-06-02,ST002,SKU01050,1,348.6,0.0,348.6,158.4,190.2,54.56
TXN00010147,2024-06-02,ST002,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00010148,2024-06-02,ST002,SKU01042,1,883.5,0.0,883.5,423.02,460.48,52.12
TXN00010149,2024-06-02,ST002,SKU01018,1,113.32,0.0,113.32,70.62,42.7,37.68
TXN00010150,2024-06-02,ST004,SKU01011,1,1216.52,0.0,1216.52,589.09,627.43,51.58
TXN00010151,2024-06-02,ST006,SKU01032,1,1792.95,0.0,1792.95,771.62,1021.33,56.96
TXN00010152,2024-06-02,ST006,SKU01029,1,1188.09,0.0,1188.09,480.1,707.99,59.59
TXN00010153,2024-06-02,ST004,SKU01047,1,1491.36,0.0,1491.36,652.74,838.62,56.23
TXN00010154,2024-06-02,ST004,SKU01043,1,404.24,0.0,404.24,286.67,117.57,29.08
TXN00010155,2024-06-02,ST008,SKU01014,1,433.74,0.0,433.74,178.39,255.35,58.87
TXN00010156,2024-06-02,ST008,SKU01027,1,1165.45,252.81,912.64,559.68,352.96,38.67
TXN00010157,2024-06-02,ST008,SKU01017,1,821.57,0.0,821.57,436.59,384.98,46.86
TXN00010158,2024-06-02,ST008,SKU01011,2,1216.52,0.0,2433.04,1178.18,1254.86,51.58
TXN00010159,2024-06-02,ST002,SKU01021,1,1399.87,185.0,1214.87,787.07,427.8,35.21
TXN00010160,2024-06-02,ST006,SKU01030,1,1266.1,0.0,1266.1,541.76,724.34,57.21
TXN00010161,2024-06-02,ST006,SKU01001,1,721.72,0.0,721.72,527.69,194.03,26.88
TXN00010162,2024-06-02,ST002,SKU01027,1,1165.45,0.0,1165.45,559.68,605.77,51.98
TXN00010163,2024-06-02,ST002,SKU01049,1,423.29,82.35,340.94,223.34,117.6,34.49
TXN00010164,2024-06-02,ST007,SKU01015,1,1584.49,0.0,1584.49,699.74,884.75,55.84
TXN00010165,2024-06-02,ST007,SKU01008,1,293.96,0.0,293.96,129.92,164.04,55.8
TXN00010166,2024-06-02,ST007,SKU01005,1,1010.22,0.0,1010.22,669.89,340.33,33.69
TXN00010167,2024-06-02,ST006,SKU01019,1,942.97,0.0,942.97,495.46,447.51,47.46
TXN00010168,2024-06-02,ST004,SKU01042,1,883.5,95.29,788.21,423.02,365.19,46.33
TXN00010169,2024-06-02,ST001,SKU01008,1,293.96,0.0,293.96,129.92,164.04,55.8
TXN00010170,2024-06-02,ST005,SKU01039,1,912.06,0.0,912.06,441.7,470.36,51.57
TXN00010171,2024-06-02,ST005,SKU01031,1,1842.23,0.0,1842.23,753.56,1088.67,59.1
TXN00010172,2024-06-02,ST001,SKU01049,1,423.29,0.0,423.29,223.34,199.95,47.24
TXN00010173,2024-06-02,ST006,SKU01024,3,299.38,0.0,898.14,594.81,303.33,33.77
TXN00010174,2024-06-02,ST006,SKU01044,1,1114.07,0.0,1114.07,649.39,464.68,41.71
TXN00010175,2024-06-02,ST002,SKU01011,1,1216.52,241.29,975.23,589.09,386.14,39.59
TXN00010176,2024-06-02,ST002,SKU01016,1,383.85,0.0,383.85,268.04,115.81,30.17
TXN00010177,2024-06-02,ST004,SKU01015,1,1584.49,423.93,1160.56,699.74,460.82,39.71
TXN00010178,2024-06-02,ST004,SKU01047,1,1491.36,0.0,1491.36,652.74,838.62,56.23
TXN00010179,2024-06-02,ST004,SKU01036,1,237.6,0.0,237.6,171.53,66.07,27.81
TXN00010180,2024-06-02,ST004,SKU01048,1,105.29,0.0,105.29,74.1,31.19,29.62
TXN00010181,2024-06-02,ST007,SKU01048,1,105.29,0.0,105.29,74.1,31.19,29.62
TXN00010182,2024-06-02,ST004,SKU01034,1,248.45,54.08,194.37,129.27,65.1,33.49
TXN00010183,2024-06-02,ST006,SKU01027,1,1165.45,0.0,1165.45,559.68,605.77,51.98
TXN00010184,2024-06-02,ST006,SKU01026,1,1330.15,346.38,983.77,632.57,351.2,35.7
TXN00010185,2024-06-02,ST001,SKU01012,1,922.91,0.0,922.91,582.95,339.96,36.84
TXN00010186,2024-06-02,ST006,SKU01043,1,404.24,0.0,404.24,286.67,117.57,29.08
TXN00010187,2024-06-02,ST008,SKU01020,1,1254.57,0.0,1254.57,788.81,465.76,37.13
TXN00010188,2024-06-02,ST004,SKU01030,1,1266.1,0.0,1266.1,541.76,724.34,57.21
TXN00010189,2024-06-02,ST002,SKU01013,1,139.33,0.0,139.33,104.16,35.17,25.24
TXN00010190,2024-06-02,ST002,SKU01043,3,404.24,0.0,1212.72,860.01,352.71,29.08
TXN00010191,2024-06-02,ST001,SKU01034,1,248.45,45.45,203.0,129.27,73.73,36.32
TXN00010192,2024-06-02,ST001,SKU01021,1,1399.87,0.0,1399.87,787.07,612.8,43.78
TXN00010193,2024-06-02,ST002,SKU01012,1,922.91,0.0,922.91,582.95,339.96,36.84
TXN00010194,2024-06-02,ST002,SKU01009,1,47.67,0.0,47.67,30.98,16.69,35.01
TXN00010195,2024-06-02,ST002,SKU01006,1,619.04,0.0,619.04,462.81,156.23,25.24
TXN00010196,2024-06-02,ST003,SKU01003,2,973.71,0.0,1947.42,1264.88,682.54,35.05
TXN00010197,2024-06-02,ST006,SKU01016,1,383.85,0.0,383.85,268.04,115.81,30.17
TXN00010198,2024-06-02,ST002,SKU01029,1,1188.09,0.0,1188.09,480.1,707.99,59.59
TXN00010199,2024-06-02,ST006,SKU01001,2,721.72,175.71,1092.02,1055.38,36.64,3.36
TXN00010200,2024-06-02,ST002,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00010201,2024-06-02,ST002,SKU01026,1,1330.15,0.0,1330.15,632.57,697.58,52.44
TXN00010202,2024-06-02,ST001,SKU01047,1,1491.36,0.0,1491.36,652.74,838.62,56.23
TXN00010203,2024-06-02,ST004,SKU01036,1,237.6,0.0,237.6,171.53,66.07,27.81
TXN00010204,2024-06-02,ST002,SKU01035,1,565.54,102.91,462.63,249.0,213.63,46.18
TXN00010205,2024-06-02,ST006,SKU01037,1,186.05,0.0,186.05,93.31,92.74,49.85
TXN00010206,2024-06-02,ST006,SKU01022,1,723.97,177.02,546.95,548.5,-1.55,-0.28
TXN00010207,2024-06-02,ST003,SKU01011,1,1216.52,0.0,1216.52,589.09,627.43,51.58
TXN00010208,2024-06-02,ST003,SKU01024,1,299.38,0.0,299.38,198.27,101.11,33.77
TXN00010209,2024-06-02,ST003,SKU01026,1,1330.15,0.0,1330.15,632.57,697.58,52.44
TXN00010210,2024-06-02,ST003,SKU01006,1,619.04,0.0,619.04,462.81,156.23,25.24
TXN00010211,2024-06-02,ST008,SKU01034,1,248.45,0.0,248.45,129.27,119.18,47.97
TXN00010212,2024-06-02,ST002,SKU01024,1,299.38,0.0,299.38,198.27,101.11,33.77
TXN00010213,2024-06-02,ST002,SKU01007,1,1039.26,0.0,1039.26,739.06,300.2,28.89
TXN00010214,2024-06-02,ST001,SKU01019,1,942.97,0.0,942.97,495.46,447.51,47.46
TXN00010215,2024-06-02,ST007,SKU01008,1,293.96,0.0,293.96,129.92,164.04,55.8
TXN00010216,2024-06-02,ST006,SKU01014,1,433.74,0.0,433.74,178.39,255.35,58.87
TXN00010217,2024-06-02,ST006,SKU01023,1,779.71,0.0,779.71,321.65,458.06,58.75
TXN00010218,2024-06-02,ST002,SKU01006,1,619.04,0.0,619.04,462.81,156.23,25.24
TXN00010219,2024-06-02,ST002,SKU01020,1,1254.57,330.48,924.09,788.81,135.28,14.64
TXN00010220,2024-06-02,ST002,SKU01037,1,186.05,0.0,186.05,93.31,92.74,49.85
TXN00010221,2024-06-02,ST002,SKU01007,1,1039.26,260.14,779.12,739.06,40.06,5.14
TXN00010222,2024-06-02,ST003,SKU01028,2,670.72,86.79,1167.86,611.7,556.16,47.62
TXN00010223,2024-06-02,ST004,SKU01040,1,505.24,0.0,505.24,362.4,142.84,28.27
TXN00010224,2024-06-02,ST004,SKU01000,1,974.86,197.32,777.54,641.3,136.24,17.52
TXN00010225,2024-06-02,ST004,SKU01018,1,113.32,27.55,85.77,70.62,15.15,17.66
TXN00010226,2024-06-02,ST004,SKU01010,1,257.81,0.0,257.81,110.38,147.43,57.19
TXN00010227,2024-06-02,ST004,SKU01024,1,299.38,0.0,299.38,198.27,101.11,33.77
TXN00010228,2024-06-02,ST004,SKU01023,1,779.71,0.0,779.71,321.65,458.06,58.75
TXN00010229,2024-06-02,ST002,SKU01039,1,912.06,0.0,912.06,441.7,470.36,51.57
TXN00010230,2024-06-02,ST002,SKU01027,1,1165.45,0.0,1165.45,559.68,605.77,51.98
TXN00010231,2024-06-02,ST002,SKU01009,1,47.67,0.0,47.67,30.98,16.69,35.01
TXN00010232,2024-06-02,ST008,SKU01017,1,821.57,200.21,621.36,436.59,184.77,29.74
TXN00010233,2024-06-02,ST008,SKU01006,1,619.04,0.0,619.04,462.81,156.23,25.24
TXN00010234,2024-06-02,ST002,SKU01032,1,1792.95,506.22,1286.73,771.62,515.11,40.03
TXN00010235,2024-06-02,ST002,SKU01024,1,299.38,89.19,210.19,198.27,11.92,5.67
TXN00010236,2024-06-02,ST002,SKU01027,2,1165.45,288.78,1753.34,1119.36,633.98,36.16
TXN00010237,2024-06-02,ST007,SKU01020,2,1254.57,0.0,2509.14,1577.62,931.52,37.13
TXN00010238,2024-06-02,ST007,SKU01009,1,47.67,0.0,47.67,30.98,16.69,35.01
TXN00010239,2024-06-02,ST004,SKU01034,1,248.45,0.0,248.45,129.27,119.18,47.97
TXN00010240,2024-06-02,ST004,SKU01020,1,1254.57,0.0,1254.57,788.81,465.76,37.13
TXN00010241,2024-06-02,ST007,SKU01029,2,1188.09,0.0,2376.18,960.2,1415.98,59.59
TXN00010242,2024-06-02,ST004,SKU01008,1,293.96,0.0,293.96,129.92,164.04,55.8
TXN00010243,2024-06-02,ST005,SKU01035,2,565.54,0.0,1131.08,498.0,633.08,55.97
TXN00010244,2024-06-02,ST005,SKU01000,1,974.86,0.0,974.86,641.3,333.56,34.22
TXN00010245,2024-06-02,ST005,SKU01035,1,565.54,0.0,565.54,249.0,316.54,55.97
TXN00010246,2024-06-02,ST005,SKU01046,1,1770.73,0.0,1770.73,756.52,1014.21,57.28
TXN00010247,2024-06-02,ST007,SKU01048,2,105.29,12.72,185.14,148.2,36.94,19.95
TXN00010248,2024-06-02,ST001,SKU01007,1,1039.26,170.26,869.0,739.06,129.94,14.95
TXN00010249,2024-06-02,ST005,SKU01023,1,779.71,0.0,779.71,321.65,458.06,58.75
TXN00010250,2024-06-02,ST005,SKU01004,1,1491.68,444.04,1047.64,754.92,292.72,27.94
TXN00010251,2024-06-02,ST007,SKU01035,1,565.54,0.0,565.54,249.0,316.54,55.97
TXN00010252,2024-06-02,ST007,SKU01029,1,1188.09,0.0,1188.09,480.1,707.99,59.59
TXN00010253,2024-06-02,ST007,SKU01049,1,423.29,0.0,423.29,223.34,199.95,47.24
TXN00010254,2024-06-02,ST007,SKU01043,2,404.24,0.0,808.48,573.34,235.14,29.08
TXN00010255,2024-06-02,ST006,SKU01008,1,293.96,0.0,293.96,129.92,164.04,55.8
TXN00010256,2024-06-02,ST006,SKU01045,2,640.33,0.0,1280.66,624.4,656.26,51.24
TXN00010257,2024-06-02,ST008,SKU01014,1,433.74,0.0,433.74,178.39,255.35,58.87
TXN00010258,2024-06-02,ST005,SKU01039,1,912.06,0.0,912.06,441.7,470.36,51.57
TXN00010259,2024-06-02,ST002,SKU01047,1,1491.36,0.0,1491.36,652.74,838.62,56.23
TXN00010260,2024-06-02,ST003,SKU01026,1,1330.15,0.0,1330.15,632.57,697.58,52.44
TXN00010261,2024-06-02,ST003,SKU01026,1,1330.15,0.0,1330.15,632.57,697.58,52.44
TXN00010262,2024-06-02,ST003,SKU01008,1,293.96,0.0,293.96,129.92,164.04,55.8
TXN00010263,2024-06-02,ST003,SKU01044,1,1114.07,0.0,1114.07,649.39,464.68,41.71
TXN00010264,2024-06-02,ST008,SKU01038,1,83.68,0.0,83.68,50.29,33.39,39.9
TXN00010265,2024-06-02,ST003,SKU01016,1,383.85,0.0,383.85,268.04,115.81,30.17
TXN00010266,2024-06-02,ST003,SKU01020,1,1254.57,0.0,1254.57,788.81,465.76,37.13
TXN00010267,2024-06-02,ST003,SKU01021,1,1399.87,0.0,1399.87,787.07,612.8,43.78
TXN00010268,2024-06-02,ST005,SKU01024,1,299.38,0.0,299.38,198.27,101.11,33.77
TXN00010269,2024-06-02,ST005,SKU01009,1,47.67,0.0,47.67,30.98,16.69,35.01
TXN00010270,2024-06-02,ST005,SKU01037,1,186.05,0.0,186.05,93.31,92.74,49.85
TXN00010271,2024-06-02,ST005,SKU01045,1,640.33,0.0,640.33,312.2,328.13,51.24
TXN00010272,2024-06-02,ST005,SKU01032,1,1792.95,0.0,1792.95,771.62,1021.33,56.96
TXN00010273,2024-06-02,ST006,SKU01037,1,186.05,0.0,186.05,93.31,92.74,49.85
